text,sentiment,Label
http://twitpic.com/4jalj - Morning world. #healthyliving update. Weight this morning 82.1kg (12st 12lbs) Going in right direction,positive,0
" They actually use standard speaker wire between them too, with standard terminals, so no soldering involved or anything.",positive,0
oh what a night love me some aces,positive,0
 gaah rain for tomorrow,negative,1
"It`s so awesome to know that there are people who think I have what it takes to make it in Nashville, and who offer to help if I want it.",positive,0
 You and your Yuotube links.  DENIED at work.,negative,1
   god peppermint mochas frappachinos are amazing...  and addicting,positive,0
"It`s Happy Star Wars Day, LOL.  May the force be strong with you all.",positive,0
Good morning guys!  Dont forget: Today is mothers day! Mommy? I LOVE YOU ! Youï¿½re the best <3,positive,0
" i love your music  especially the fight, thats a awsome song by far !",positive,0
 All the best with the Cup Final today. Have fun,positive,0
Does not feel good at all today,negative,1
missing his voice,negative,1
will be lonely for 4 days because  will be in baguio.   http://plurk.com/p/x2apl,negative,1
i`m kinda sad of being alone all the time i miss my brother  and my friends suck i mean no one has even called me in 2 weeks,negative,1
"(cont.) Small children are not puppies. And cleche sarcasm is so annoying. Bcreative, but then again, that`s too harrd",negative,1
phones about to die  ttfn!,negative,1
R-T  30 Cool Things For Successful Entrepreneurs To Do - http://bit.ly/8w7iQ - Please Share,positive,0
"Going lay down, I`ll get up officially @ 1! Yes 1! lol Good(night) again!",positive,0
time to go to bed... and hopefully wake up to a better day  niiiiiiiights yall,positive,0
http://twitpic.com/67ykl - The stolen purse -- when it was new from the store...see tags still on it,negative,1
I would of won that contest if I weren`t to have chickened out,negative,1
"btw , , , and , i ordered some of yer merch yesterday.!  <33333333333",positive,0
  awwwww i`m such a scifi geek and StarWars is the TEN COMMANDMENTS for us geeks!!,positive,0
Happy mothers day to all the mommies,positive,0
 girl a blunt is soooooooo in my thoughts right now. I had an absolutly GREAT day with a few stressors...come home,positive,0
 **** **** and blast!  I`m at LMHR tomorrow and Sam out   Who is running it?  I could see if she could join next week?,positive,0
http://twitpic.com/676hv - R.I.P Fristy just thinking abt her,negative,1
 one thing is good enough for me. friendship retained!,positive,0
 yep trying to beat the cold winter. Morning swim is always refreshing~ good start of day,positive,0
is feeling very happy despite the amount of work that i need to do today!!! Happy times,positive,0
So sleepy again and it`s not even that late. I fail once again.,negative,1
I`M FEELING GREAT!,positive,0
joe: 2.30pm Kevin pics up a new pair of pjs :`) PMSL i could have died!!! lmfaoo :`) I MISS MY BOYS,negative,1
is chilling at home,positive,0
"Bitten to blood by my cat, on my way for a rabies bacterin. Seems 7 shots for 2 months. Never wash my cats at home again, they hate water",negative,1
 goodnight lovely,positive,0
Another two hours of work. Ugh. It goes by so slow. And im sore,negative,1
bowling with cousins  awesome,positive,0
http://twitpic.com/67wb4 - Gotta a show on Monday at 9.... hopefully my head will be better by then....,positive,0
 i miss yoooouuuu!!!!,negative,1
 Hey Mary! This Is My Twitter  (Karishmaa1) Luvv Youu ?,positive,0
would like a hug and a kiss from Eric. Long distances really really stink,negative,1
This is not fair... bath again....,negative,1
 pleaseeeee .. it was the only thing I wanted for my birthdayyyy!  please say happy birthday to me!,positive,0
 I shall annoyingly tweet at you tomorrow.,negative,1
 I feel almost empty inside today.  Not a good feeling.,negative,1
i dont feel good! sick to my stomach,negative,1
loves the way the sky looks now i.e. no cloud at all.  but that would only mean that it`s ultra hot outside.... http://plurk.com/p/rpb7t,positive,0
 How could you go to Cali without me??? I`m sad.,negative,1
 would love to hear all of this from a Nokia perspective...,positive,0
_liv_lyf good to hear! Just in time for the weekend. I`ll be working though,positive,0
 It wouldn`t let me download it cos it said I`m the UK. I had a little cry.,negative,1
"Um. Why can`t I write **** tonight? I like ****. I want to write ****. Yet, nothing. No ****.",positive,0
has now found a bug in the RHEL5 bnx2 driver   Cant handle high packets per second (> 50k),negative,1
 you mum sounds so humble ! what a sweet thing to ask for,positive,0
Getting ready 2 leave 2 a girl scout metting..Don`t feel like it but I have 2.....,negative,1
i met one of the nerdiest servers at chili`s today lol... he was awesome and i was his favorite,positive,0
" yeah, it`s all teased up into this boofy bit...i`m buying red hair extensions btw",positive,0
The Eagles make saturday nights so much better.,positive,0
gah. how am i supposed to study when all i do is sneeze and get even more tired.,negative,1
Inspite of the spams.. I can`t stop losing this twittergadget. I love twitting from Gmail,positive,0
is off to Body Power Expo! Thanks to Mike at Performance Network for the free tix!,positive,0
 Thank you  ****,positive,0
Happy mother`s day everyone!,positive,0
"1.2 mile run and 450 meter swim, things are looking better and better... Laying off the bike today",positive,0
"_skies  cus it all got too much attention in the end, shes embarrased and i think it just got outta hand a bit poor girl  ****",negative,1
forgot she had a Twitter account.    Happy Mother`s Day!,positive,0
"Yay, a live demo of Rhodes. Loving this more and more  #euruko",positive,0
 hahahaha your watching 106 too... i miss Oceans 10...,negative,1
 I love it as well!,positive,0
So my lucky jade nacklace/matching earrings ain`t so lucky. Lost an earring. Now the chain broke on pendant,positive,0
" wow, I see a Mr.B obsession in you!!",positive,0
 LOL. Academy-ish. Haha. I really really miss O.B.,negative,1
_marie Stick with me kidd...you`ll be alright (there`s a whole sketchy world out there waiting to be taken advantage of,positive,0
Yippee! Happy birthday to me,positive,0
ugh... only 1 3/4th hour and i will be 19...,negative,1
 sounds like a perfect way to spend a sunday evening. Enjoy,positive,0
 Hi  Im Better... Drinking Hot Tea With honey ^^ ... Thanks... Take Care Plis,positive,0
A movie`s worst fate used to be 'Straight to DVD'. Now it is 'Straight to DivX' or 'Straight to Internet',negative,1
 ooo and good luck for dundee tonight i can`t be there cos i have a ton of uni work,positive,0
"yeah, I was wasting my time  fail",negative,1
"Happy sunday, beautiful day in London... off to meet Chergo for breakfast  ****",positive,0
it is on environmental studies and driving me mental,negative,1
 i know so lame,negative,1
"LAPPYTOP BATERRRY DYING,tryingtofind a movieto watch since im staying in.  and goingto my room.",negative,1
"Getting some DMs asking where I fell off to the past few days  I was sick, but am all better now. I appreciate the concern! Game On!",positive,0
"happy mothers day to all the mothers, grandmothers, furbaby mommies, etc!  heading out for breakfast with my mom shortly",positive,0
i cannot sleep due to watching UKTV food. its keeps my cravings at bay. i think my bodies guna ache tomro,negative,1
 guessing... Ran 4 miles & gym? Superman you  oxox,positive,0
"Was outside playing ball with dogs, now all hot and sweaty",negative,1
"finally, holiday.",positive,0
 *is bad ****...He still is,negative,1
" haha, its cos one of your `tweets` was smile smile smile, so i quoted the boys in reply",positive,0
Mothers day isnt until the 31th here in sweden.But thnx for the pm`s,positive,0
Our plane had landed!! FINALLY gonna get to board...an hour late.  stupid rain!!!,negative,1
if officially done with high school....  so sad... i miss them already! movie later???,negative,1
"  I was seeing only one side of it, but it looked interesting.  And deep.",positive,0
 Will we see you guys in the Philippines?  That would be the coolest thing ever! Always wanted to go to one of your concerts!,positive,0
 i know.. i suck.. i`m a master procrastinator  ... you guys don`t have too much fun without me,negative,1
favorite shirt ruined:death by bleach  #fb,negative,1
Just found out one of my ankles is swollen...eeks now it hurts,negative,1
 my knee is hurting so bad im limping...so we get to suffer through work together,negative,1
 aww im sorry im home now hope your ok  i love ya wifey <3 ****,negative,1
Disneyland was a blast yesterday now back to work,positive,0
 Ohh.. #twpp is falling silent..  I was waiting to track ur US version.. Next time maybe.. Btw sunny california sounds good,positive,0
 of course i would,positive,0
" is a loser;) baha, dude! i`m gonna come & put those pictures on my myspace really quick!",negative,1
"_caine I saw it, it made me sad",negative,1
 Hi there! Nice to meet you,positive,0
Burnt the **** out of my hand today.,negative,1
"  I`m not even in your situation and now I`m sad. I`m sorry, that`s really sucky.",negative,1
 thanks for the link love yesterday by the way,positive,0
I`m so sleep deprived but it`s to hot to sleep.,negative,1
"is done painting all the bedroom furniture, I still have to do the table but it will wait until after the move. Uggh moving in the heat",negative,1
 thank you for the link! it explains a lot! and I`m glad you`re feeling good! I`ve a friend coming tomorrow. will be fun!,positive,0
Can`t believe how gorgeous the weather has been today & I`ve had to spend it at work!,positive,0
